chr	start_promoter	end_promoter	strand	gene_name
chr5	156691089	156695089	+	CYFIP2
chr5	156770729	156774729	-	FNDC9
chr5	157000783	157004783	-	ADAM19
chr5	156885027	156889027	+	NIPAL4
chr5	157096488	157100488	-	SOX30
chr5	157096561	157100561	+	C5orf52
chr5	157156205	157160205	+	THG1L
chr5	157159727	157163727	-	AC026407.1
chr5	157168703	157172703	+	LSM11
chr5	157284183	157288183	-	CLINT1
chr5	158524769	158528769	-	EBF1
chr5	158635061	158639061	-	RNF145
chr5	158688089	158692089	+	UBLCP1
chr5	158755895	158759895	-	IL12B
chr5	159341790	159345790	+	ADRA1B
chr5	159434120	159438120	+	TTC1
chr5	159544430	159548430	-	PWWP2A
chr5	159612374	159616374	+	FABP6
chr5	159770403	159774403	-	CCNJL
chr5	159795648	159799648	-	C1QTNF2
chr5	159825104	159829104	-	C5orf54
chr5	159846718	159850718	-	SLU7
chr5	159846829	159850829	+	PTTG1
chr5	160277221	160281221	-	ATP10B
chr5	160974050	160978050	-	GABRB2
chr5	160972069	160976069	+	GABRA6
chr5	161272197	161276197	+	GABRA1
chr5	161492546	161496546	+	GABRG2
chr5	162862575	162866575	+	CCNG1
chr5	162871821	162875821	-	AC112205.1
chr5	162885146	162889146	-	NUDCD2
chr5	162885209	162889209	+	HMMR
chr5	162928120	162932120	+	MAT2B
chr5	166709804	166713804	+	TENM2
chr5	167716656	167720656	+	WWC1
chr5	167911450	167915450	+	RARS
chr5	167954121	167958121	+	FBLL1
chr5	168004605	168008605	-	PANK3
chr5	168726133	168730133	-	SLIT3
chr5	169008638	169012638	+	SPDL1
chr5	169062251	169066251	+	DOCK2
chr5	169405744	169409744	-	FAM196B
chr5	169530901	169534901	+	FOXI1
chr5	169657451	169661451	+	C5orf58
chr5	169723231	169727231	-	LCP2
chr5	169778491	169782491	+	KCNIP1
chr5	169814681	169818681	-	KCNMB1
chr5	170188354	170192354	+	GABRP
chr5	170286874	170290874	+	RANBP17
chr5	170734288	170738288	+	TLX3
chr5	170812120	170816120	+	NPM1
chr5	170844660	170848660	+	FGF18
chr5	171198656	171202656	+	CTB-78H18.1
chr5	171210876	171214876	+	C5orf50
chr5	171431877	171435877	-	FBXW11
chr5	171613390	171617390	-	STK10
chr5	171619176	171623176	+	EFCAB9
chr5	171709075	171713075	-	UBTD2
chr5	171879527	171883527	-	SH3PXD2B
chr5	172034436	172038436	-	AC027309.1
chr5	172066269	172070269	+	NEURL1B
chr5	172196198	172200198	-	DUSP1
chr5	172259278	172263278	+	ERGIC1
chr5	172383732	172387732	+	RPL26L1
chr5	172408760	172412760	+	ATP6V0E1
chr5	172481355	172485355	+	CREBRF
chr5	172569445	172573445	+	BNIP1
chr5	172660360	172664360	-	NKX2-5
chr5	172754506	172758506	-	STC2
chr5	173041663	173045663	-	BOD1
chr5	173313283	173317283	+	CPEB4
chr5	173398782	173402782	+	C5orf47
chr5	173470607	173474607	+	NSG2
chr5	174149536	174153536	+	MSX2
chr5	174869211	174873211	-	DRD1
chr5	174902065	174906065	+	SFXN1
chr5	175083033	175087033	+	HRH2
chr5	175221313	175225313	+	CPLX2
chr5	175459683	175463683	-	THOC3
chr5	175487024	175491024	-	RP11-826N14.2
chr5	175485692	175489692	+	FAM153B
chr5	175663365	175667365	+	SIMC1
chr5	175786971	175790971	-	KIAA1191
chr5	175790471	175794471	+	ARL10
chr5	175813976	175817976	-	NOP16
chr5	175813748	175817748	+	HIGD2A
chr5	175841570	175845570	-	CLTB
chr5	175872629	175876629	+	FAF2
chr5	175963026	175967026	-	RNF44
chr5	175967512	175971512	+	CDHR2
chr5	176035134	176039134	-	GPRIN1
chr5	176055530	176059530	-	SNCB
chr5	176055683	176059683	+	EIF4E1B
chr5	176072388	176076388	+	TSPAN17
chr5	176235478	176239478	+	UNC5A
chr5	176324333	176328333	-	HK3
chr5	176447634	176451634	-	UIMC1
chr5	176447697	176451697	+	ZNF346
chr5	176511887	176515887	+	FGFR4
chr5	176558026	176562026	+	NSD1
chr5	176728745	176732745	-	RAB24
chr5	176737758	176741758	-	MXD3
chr5	176728775	176732775	+	PRELID1
chr5	176776853	176780853	-	LMAN2
chr5	176782838	176786838	+	RGS14
chr5	176804236	176808236	+	SLC34A1
chr5	176825637	176829637	-	PFN3
chr5	176834577	176838577	-	F12
chr5	176828205	176832205	+	GRK6
chr5	176871446	176875446	+	PRR7
chr5	176899402	176903402	-	DBN1
chr5	176922607	176926607	-	PDLIM7
chr5	176936275	176940275	-	DOK3
chr5	176942470	176946470	-	DDX41
chr5	176979542	176983542	-	FAM193B
chr5	177017159	177021159	+	TMED9
chr5	177025101	177029101	+	B4GALT7
chr5	177208399	177212399	-	FAM153A
chr5	177207198	177211198	+	RP11-1026M7.2
chr5	177421243	177425243	-	PROP1
chr5	177431406	177435406	+	FAM153C
chr5	177538444	177542444	+	N4BP3
chr5	177555997	177559997	+	RMND5B
chr5	177578968	177582968	-	NHP2
chr5	177629508	177633508	+	HNRNPAB
chr5	177657792	177661792	-	PHYKPL
chr5	178015556	178019556	-	COL23A1
chr5	178055616	178059616	-	CLK4
chr5	178155703	178159703	-	ZNF354A
chr5	178284954	178288954	+	ZNF354B
chr5	178320895	178324895	+	ZFP2
chr5	178366192	178370192	+	ZNF454
chr5	178421207	178425207	-	GRM6
chr5	178448753	178452753	+	ZNF879
chr5	178485416	178489416	+	ZNF354C
chr5	178770431	178774431	-	ADAMTS2
chr5	178975559	178979559	+	RUFY1
chr5	179059785	179063785	-	HNRNPH1
chr5	179070047	179074047	-	C5orf60
chr5	179076298	179080298	+	AC136604.1
chr5	179105975	179109975	-	CBY3
chr5	179103629	179107629	+	CANX
chr5	179157851	179161851	+	MAML1
chr5	179218981	179222981	+	LTC4S
chr5	179231952	179235952	-	MGAT4B
chr5	179231388	179235388	+	SQSTM1
chr5	179287173	179291173	-	C5orf45
chr5	179284013	179288013	+	CTC-241N9.1
chr5	179332859	179336859	-	TBC1D9B
chr5	179497118	179501118	-	RNF130
chr5	179634153	179638153	-	RASGEF1C
chr5	179717099	179721099	-	MAPK9
chr5	179778387	179782387	-	GFPT2
chr5	179919412	179923412	+	CNOT6
chr5	180016540	180020540	-	SCGB3A1
chr5	180074624	180078624	-	FLT4
chr5	180165099	180169099	-	OR2Y1
chr5	180240652	180244652	-	MGAT1
chr5	180286286	180290286	-	ZFP62
chr5	180324077	180328077	+	BTNL8
chr5	180413845	180417845	+	BTNL3
chr5	180465225	180469225	+	BTNL9
chr5	180550304	180554304	-	OR2V1
chr5	180579943	180583943	+	OR2V2
chr5	180630293	180634293	-	TRIM7
chr5	180647499	180651499	+	TRIM41
chr5	180673096	180677096	-	GNB2L1
chr5	180686119	180690119	-	TRIM52
chr5	180680720	180684720	+	AC008443.1
chr5	180792269	180796269	+	OR4F3
chr6	289630	293630	+	DUSP22
chr6	389739	393739	+	IRF4
chr6	691117	695117	-	EXOC2
chr6	654963	658963	-	HUS1B
chr6	1078164	1082164	+	AL033381.1
chr6	1310675	1314675	+	FOXQ1
chr6	1388069	1392069	+	FOXF2
chr6	1608681	1612681	+	FOXC1
chr6	2243926	2247926	-	GMDS
chr6	2632837	2636837	-	C6orf195
chr6	2749200	2753200	-	MYLK4
chr6	2763648	2767648	+	WRNIP1
chr6	2840240	2844240	-	SERPINB1
chr6	2901514	2905514	-	SERPINB9
chr6	2970090	2974090	-	SERPINB6
chr6	2986221	2990221	+	NQO2
chr6	3062225	3066225	+	RIPK1
chr6	3116608	3120608	+	BPHL
chr6	3155760	3159760	-	TUBB2A
chr6	3229964	3233964	-	TUBB2B
chr6	3229637	3233637	+	PSMG4
chr6	3455256	3459256	-	SLC22A23
chr6	3750260	3754260	-	PXDC1
chr6	3847620	3851620	+	FAM50B
chr6	3980909	3984909	+	C6ORF50
chr6	4019501	4023501	+	PRPF4B
chr6	4085578	4089578	-	FAM217A
chr6	4077440	4081440	+	C6orf201
chr6	4133831	4137831	-	ECI2
chr6	4704393	4708393	+	CDYL
chr6	5002297	5006297	-	RPP40
chr6	5083720	5087720	+	PPP1R3G
chr6	5259172	5263172	-	LYRM4
chr6	5259277	5263277	+	FARS2
chr6	6005200	6009200	-	NRN1
chr6	6319246	6323246	-	F13A1
chr6	6586341	6590341	+	LY86
chr6	7105830	7109830	+	RREB1
chr6	7345679	7349679	-	SSR1
chr6	7387976	7391976	-	CAGE1
chr6	7387729	7391729	+	RIOK1
chr6	7539808	7543808	+	DSP
chr6	7588432	7592432	+	SNRNP48
chr6	7725030	7729030	+	BMP6
chr6	8024646	8028646	-	TXNDC5
chr6	8062597	8066597	-	BLOC1S5-TXNDC5
chr6	8062647	8066647	-	BLOC1S5
chr6	8100763	8104763	-	EEF1E1-BLOC1S5
chr6	8100811	8104811	-	EEF1E1
chr6	8433794	8437794	-	SLC35B3
chr6	10209841	10213841	-	OFCC1
chr6	10417892	10421892	-	TFAP2A
chr6	10490456	10494456	+	GCNT2
chr6	10631993	10635993	+	GCNT6
chr6	10693030	10697030	-	C6orf52
chr6	10692928	10696928	+	PAK1IP1
chr6	10721148	10725148	+	TMEM14C
chr6	10745992	10749992	+	TMEM14B
chr6	10746027	10750027	+	SYCP2L
chr6	10746027	10750027	+	RP11-637O19.3
chr6	10836764	10840764	-	MAK
chr6	10880174	10884174	-	GCM2
chr6	11042547	11046547	-	ELOVL2
chr6	11092266	11096266	+	SMIM13
chr6	11109965	11113965	-	ERVFRD-1
chr6	11380581	11384581	-	NEDD9
chr6	11535938	11539938	+	TMEM170B
chr6	11805279	11809279	-	ADTRP
chr6	12006995	12010995	+	HIVEP1
chr6	12288596	12292596	+	EDN1
chr6	12715893	12719893	+	PHACTR1
chr6	13326815	13330815	-	TBC1D7
chr6	13485894	13489894	-	GFOD1
chr6	13484415	13488415	-	AL583828.1
chr6	13572816	13576816	+	SIRT5
chr6	13613559	13617559	+	NOL7
chr6	13619126	13623126	-	AL441883.1
chr6	13709796	13713796	-	RANBP9
chr6	13812800	13816800	-	MCUR1
chr6	13922677	13926677	+	RNF182
chr6	14115872	14119872	+	CD83
chr6	15244527	15248527	+	JARID2
chr6	15661289	15665289	-	DTNBP1
chr6	16127356	16131356	+	MYLIP
chr6	16236811	16240811	+	GMPR
chr6	16759722	16763722	-	ATXN1
chr6	17100489	17104489	+	STMND1
chr6	17279577	17283577	+	RBM24
chr6	17391447	17395447	+	CAP2
chr6	17598586	17602586	+	FAM8A1
chr6	17704656	17708656	-	NUP153
chr6	17985854	17989854	-	KIF13A
chr6	18120851	18124851	-	NHLRC1
chr6	18153305	18157305	-	TPMT
chr6	18153560	18157560	+	KDM1B
chr6	18263054	18267054	-	DEK
chr6	18366779	18370779	+	RNF144B
chr6	19835617	19839617	+	ID4
chr6	20210670	20214670	-	MBOAT1
chr6	20400398	20404398	+	E2F3
chr6	20532688	20536688	+	CDKAL1
chr6	21591972	21595972	+	SOX4
chr6	22295730	22299730	-	PRL
chr6	22567678	22571678	+	HDGFL1
chr6	24124350	24128350	+	NRSN1
chr6	24356280	24360280	-	DCDC2
chr6	24355131	24359131	+	KAAG1
chr6	24401153	24405153	+	MRS2
chr6	24493433	24497433	-	GPLD1
chr6	24493080	24497080	+	ALDH5A1
chr6	24644383	24648383	-	KIAA0319
chr6	24665261	24669261	-	TDP2
chr6	24665263	24669263	+	ACOT13
chr6	24719064	24723064	-	C6orf62
chr6	24773159	24777159	+	GMNN
chr6	24797117	24801117	-	RP3-369A17.5
chr6	25040238	25044238	-	FAM65B
chr6	25277306	25281306	+	LRRC16A
chr6	25650464	25654464	+	SCGN
chr6	25724790	25728790	-	HIST1H2AA
chr6	25725137	25729137	+	HIST1H2BA
chr6	25752927	25756927	+	SLC17A4
chr6	25830287	25834287	-	SLC17A1
chr6	25880514	25884514	-	SLC17A3
chr6	25928946	25932946	-	SLC17A2
chr6	25961030	25965030	+	TRIM38
chr6	26016040	26020040	-	HIST1H1A
chr6	26018718	26022718	+	HIST1H3A
chr6	26019907	26023907	+	HIST1H4A
chr6	26025480	26029480	-	HIST1H4B
chr6	26030288	26034288	-	HIST1H3B
chr6	26031796	26035796	-	HIST1H2AB
chr6	26041885	26045885	-	HIST1H2BB
chr6	26043639	26047639	+	HIST1H3C
chr6	26054699	26058699	-	HIST1H1C
chr6	26085509	26089509	+	HFE
chr6	26102104	26106104	+	HIST1H4C
chr6	26106364	26110364	-	HIST1H1T
chr6	26122154	26126154	-	HIST1H2BC
chr6	26122373	26126373	+	HIST1H2AC
chr6	26154559	26158559	+	HIST1H1E
chr6	26156349	26160349	+	HIST1H2BD
chr6	26181958	26185958	+	HIST1H2BE
chr6	26187304	26191304	-	HIST1H4D
chr6	26197521	26201521	-	HIST1H3D
chr6	26197471	26201471	-	HIST1H2AD
chr6	26197748	26201748	+	HIST1H2BF
chr6	26202858	26206858	+	HIST1H4E
chr6	26214872	26218872	-	HIST1H2BG
chr6	26215165	26219165	+	HIST1H2AE
chr6	26223383	26227383	+	HIST1H3E
chr6	26233216	26237216	-	HIST1H1D
chr6	26238561	26242561	+	HIST1H4F
chr6	26245259	26249259	-	HIST1H4G
chr6	26248835	26252835	-	HIST1H3F
chr6	26249879	26253879	+	HIST1H2BH
chr6	26269612	26273612	-	HIST1H3G
chr6	26271144	26275144	+	HIST1H2BI
chr6	26283762	26287762	-	HIST1H4H
chr6	26363387	26367387	+	BTN3A2
chr6	26381324	26385324	+	BTN2A2
chr6	26400465	26404465	+	BTN3A1
chr6	26438700	26442700	+	BTN3A3
chr6	26456150	26460150	+	BTN2A1
chr6	26499449	26503449	+	BTN1A1
chr6	26536633	26540633	+	HMGN4
chr6	26595180	26599180	+	ABT1
chr6	26657980	26661980	-	ZNF322
chr6	27098541	27102541	-	HIST1H2BJ
chr6	27098832	27102832	+	HIST1H2AG
chr6	27112619	27116619	-	HIST1H2BK
chr6	27105076	27109076	+	HIST1H4I
chr6	27112861	27116861	+	HIST1H2AH
chr6	27213480	27217480	+	PRSS16
chr6	27277949	27281949	-	POM121L2
chr6	27340394	27344394	+	ZNF391
chr6	27438897	27442897	-	ZNF184
chr6	27773709	27777709	-	HIST1H2BL
chr6	27773899	27777899	+	HIST1H2AI
chr6	27775842	27779842	+	HIST1H3H
chr6	27780607	27784607	-	HIST1H2AJ
chr6	27780822	27784822	+	HIST1H2BM
chr6	27789884	27793884	+	HIST1H4J
chr6	27797305	27801305	-	HIST1H4K
chr6	27804117	27808117	-	HIST1H2AK
chr6	27804323	27808323	+	HIST1H2BN
chr6	27831034	27835034	+	HIST1H2AL
chr6	27833359	27837359	-	HIST1H1B
chr6	27838099	27842099	-	HIST1H3I
chr6	27839289	27843289	-	HIST1H4L
chr6	27858884	27862884	-	HIST1H3J
chr6	27858963	27862963	-	HIST1H2AM
chr6	27859203	27863203	+	HIST1H2BO
chr6	27878174	27882174	-	OR2B2
chr6	27923019	27927019	+	OR2B6
chr6	28046753	28050753	+	ZNF165
chr6	28090338	28094338	+	ZSCAN16
chr6	28107688	28111688	+	ZKSCAN8
chr6	28190664	28194664	+	ZSCAN9
chr6	28225011	28229011	-	ZKSCAN4
chr6	28225098	28229098	+	NKAPL
chr6	28247314	28251314	+	PGBD1
chr6	28322048	28326048	-	ZSCAN31
chr6	28315691	28319691	+	ZKSCAN3
chr6	28365511	28369511	-	ZSCAN12
chr6	28409279	28413279	-	ZSCAN23
chr6	28493992	28497992	-	GPX6
chr6	28491702	28495702	+	GPX5
chr6	28581989	28585989	-	SCAND3
chr6	28889766	28893766	-	TRIM27
chr6	28909654	28913654	+	C6orf100
chr6	28971093	28975093	-	ZNF311
chr6	29011017	29015017	-	OR2W1
chr6	29053090	29057090	-	OR2B3
chr6	29066386	29070386	+	OR2J1
chr6	29077668	29081668	+	OR2J3
chr6	29139311	29143311	+	OR2J2
chr6	29272403	29276403	+	OR14J1
chr6	29397744	29401744	-	OR5V1
chr6	29341068	29345068	-	OR12D3
chr6	29362416	29366416	+	OR12D2
chr6	29422848	29426848	-	OR11A1
chr6	29405083	29409083	+	OR10C1
chr6	29422958	29426958	+	OR2H1
chr6	29453738	29457738	-	MAS1L
chr6	29525702	29529702	-	UBD
chr6	29599753	29603753	-	GABBR1
chr6	29553683	29557683	+	OR2H2
chr6	29622758	29626758	+	MOG
chr6	29646887	29650887	-	ZFP57
chr6	29688552	29692552	+	HLA-F
chr6	29792744	29796744	+	HLA-G
chr6	29907037	29911037	+	HLA-A
chr6	30024676	30028676	+	ZNRD1
chr6	30032486	30036486	+	PPP1R11
chr6	30041664	30045664	-	RNF39
chr6	30078883	30082883	-	TRIM31
chr6	30101885	30105885	+	TRIM40
chr6	30126711	30130711	-	TRIM10
chr6	30128993	30132993	+	TRIM15
chr6	30179204	30183204	-	TRIM26
chr6	30292256	30296256	+	TRIM39
chr6	30295359	30299359	+	TRIM39-RPP21
chr6	30310908	30314908	+	RPP21
chr6	30455244	30459244	+	HLA-E
chr6	30522951	30526951	-	GNL1
chr6	30522663	30526663	+	PRR3
chr6	30537153	30541153	+	ABCF1
chr6	30584389	30588389	-	PPP1R10
chr6	30583486	30587486	+	MRPS18B
chr6	30592619	30596619	+	ATAT1
chr6	30612816	30616816	+	C6orf136
chr6	30638814	30642814	-	DHX16
chr6	30653672	30657672	-	PPP1R18
chr6	30657197	30661197	-	NRM
chr6	30683666	30687666	-	MDC1
chr6	30685978	30689978	+	TUBB
chr6	30708510	30712510	-	FLOT1
chr6	30710331	30714331	-	IER3
chr6	30842198	30846198	+	DDR1
chr6	30873961	30877961	+	GTF2H4
chr6	30874019	30878019	+	VARS2
chr6	30897952	30901952	-	SFTA2
chr6	30906749	30910749	+	DPCR1
chr6	30949495	30953495	+	MUC21
chr6	30976251	30980251	+	MUC22
chr6	31078336	31082336	-	C6orf15
chr6	31080527	31084527	+	PSORS1C1
chr6	31086223	31090223	-	CDSN
chr6	31105127	31109127	-	PSORS1C2
chr6	31124015	31128015	-	CCHCR1
chr6	31124319	31128319	+	TCF19
chr6	31146508	31150508	-	POU5F1
chr6	31163537	31167537	+	HCG27
chr6	31237907	31241907	-	HLA-C
chr6	31322965	31326965	-	HLA-B
chr6	31369356	31373356	+	MICA
chr6	31460658	31464658	+	MICB
chr6	31494494	31498494	+	MCCD1
chr6	31512385	31516385	-	ATP6V1G2-DDX39B
chr6	31508225	31512225	-	DDX39B
chr6	31514204	31518204	-	ATP6V1G2
chr6	31512647	31516647	+	NFKBIL1
chr6	31537831	31541831	+	LTA
chr6	31541344	31545344	+	TNF
chr6	31548299	31552299	-	LTB
chr6	31551901	31555901	+	LST1
chr6	31558762	31562762	-	NCR3
chr6	31580961	31584961	+	AIF1
chr6	31586497	31590497	+	PRRC2A
chr6	31618482	31622482	-	BAG6
chr6	31618193	31622193	+	APOM
chr6	31626549	31630549	-	C6orf47
chr6	31632060	31636060	-	GPANK1
chr6	31631013	31635013	+	CSNK2B
chr6	31631879	31635879	+	CSNK2B-LY6G5B-1181
chr6	31635944	31639944	+	LY6G5B
chr6	31649817	31653817	-	LY6G5C
chr6	31669221	31673221	-	ABHD16A
chr6	31679849	31683849	-	XXbac-BPG32J3.20
chr6	31672640	31676640	+	LY6G6F
chr6	31672681	31676681	+	MEGT1
chr6	31679842	31683842	-	LY6G6E
chr6	31681133	31685133	+	LY6G6D
chr6	31684371	31688371	+	C6orf25
chr6	31687622	31691622	-	LY6G6C
chr6	31696394	31700394	-	DDAH2
chr6	31705540	31709540	-	CLIC1
chr6	31705725	31709725	+	MSH5
chr6	31705797	31709797	+	MSH5-SAPCD1
chr6	31728576	31732576	+	SAPCD1
chr6	31743108	31747108	-	VWA7
chr6	31761730	31765730	-	VARS
chr6	31772761	31776761	-	LSM2
chr6	31781437	31785437	-	HSPA1L
chr6	31781291	31785291	+	HSPA1A
chr6	31793512	31797512	+	HSPA1B
chr6	31800385	31804385	+	C6orf48
chr6	31828683	31832683	-	NEU1
chr6	31844823	31848823	-	SLC44A4
chr6	31863464	31867464	-	EHMT2
chr6	31863562	31867562	+	C2
chr6	31867769	31871769	-	ZBTB12
chr6	31893475	31897475	+	CFB
chr6	31893475	31897475	+	CFB
chr6	31924887	31928887	-	NELFE
chr6	31924857	31928857	+	SKIV2L
chr6	31938069	31942069	-	DXO
chr6	31936868	31940868	+	STK19
chr6	31947801	31951801	+	C4A
chr6	31972881	31976881	-	AL645922.1
chr6	31980539	31984539	+	C4B
chr6	32004042	32008042	+	CYP21A2
chr6	32081111	32085111	-	TNXB
chr6	32094030	32098030	-	ATF6B
chr6	32096068	32100068	-	FKBPL
chr6	32120150	32124150	-	PRRT1
chr6	32119218	32123218	+	PPT2
chr6	32119622	32123622	+	PPT2-EGFL8
chr6	32130360	32134360	+	EGFL8
chr6	32143873	32147873	-	AGPAT1
chr6	32144131	32148131	+	RNF5
chr6	32150101	32154101	-	AGER
chr6	32155963	32159963	-	PBX2
chr6	32161300	32165300	-	GPSM3
chr6	32189844	32193844	-	NOTCH4
chr6	32337684	32341684	-	C6orf10
chr6	32372905	32376905	-	BTNL2
chr6	32405619	32409619	+	HLA-DRA
chr6	32496064	32500064	-	HLA-DRB5
chr6	32555625	32559625	-	HLA-DRB1
chr6	32593956	32597956	+	HLA-DQA1
chr6	32634160	32638160	-	HLA-DQB1
chr6	32707119	32711119	+	HLA-DQA2
chr6	32729311	32733311	-	HLA-DQB2
chr6	32782825	32786825	-	HLA-DOB
chr6	32804599	32808599	-	TAP2
chr6	32804557	32808557	-	TAP2
chr6	32810480	32814480	-	PSMB8
chr6	32809913	32813913	+	PSMB9
chr6	32819755	32823755	-	TAP1
chr6	32906847	32910847	-	HLA-DMB
chr6	32918899	32922899	-	XXbac-BPG181M17.5
chr6	32934871	32938871	-	HLA-DMA
chr6	32934437	32938437	+	BRD2
chr6	32975389	32979389	-	HLA-DOA
chr6	33046552	33050552	-	HLA-DPA1
chr6	33041703	33045703	+	HLA-DPB1
chr6	33158276	33162276	-	COL11A2
chr6	33166630	33170630	-	RXRB
chr6	33166222	33170222	+	SLC39A7
chr6	33170419	33174419	+	HSD17B8
chr6	33174272	33178272	+	RING1
chr6	33237824	33241824	-	VPS52
chr6	33237787	33241787	+	RPS18
chr6	33242917	33246917	+	B3GALT4
chr6	33255304	33259304	-	WDR46
chr6	33255079	33259079	+	PFDN6
chr6	33265101	33269101	-	RGL2
chr6	33280164	33284164	-	TAPBP
chr6	33283719	33287719	-	ZBTB22
chr6	33295046	33299046	-	DAXX
chr6	33357313	33361313	+	KIFC1
chr6	33376176	33380176	+	PHF1
chr6	33384094	33388094	-	CUTA
chr6	33385847	33389847	+	SYNGAP1
chr6	33420356	33424356	+	ZBTB9
chr6	33546019	33550019	-	BAK1
chr6	33549515	33553515	+	GGNBP1
chr6	33586142	33590142	+	ITPR3
chr6	33677504	33681504	-	UQCC2
chr6	33661474	33665474	-	SBP1
chr6	33712762	33716762	-	IP6K3
chr6	33754913	33758913	-	LEMD2
chr6	33769788	33773788	-	MLN
chr6	34121399	34125399	-	GRM4
chr6	34202650	34206650	+	HMGA1
chr6	34215247	34219247	-	C6orf1
chr6	34358451	34362451	-	NUDT3
chr6	34391825	34395825	-	RPS10-NUDT3
chr6	34391902	34395902	-	RPS10
chr6	34431916	34435916	+	PACSIN1
chr6	34522110	34526110	-	SPDEF
chr6	34662636	34666636	-	C6orf106
chr6	34723183	34727183	+	SNRPC
chr6	34757857	34761857	+	UHRF1BP1
chr6	34853866	34857866	-	TAF11
chr6	34855042	34859042	+	ANKS1A
chr6	35114387	35118387	-	TCP11
chr6	35180190	35184190	+	SCUBE3
chr6	35224686	35228686	+	ZNF76
chr6	35263595	35267595	+	DEF6
chr6	35308335	35312335	+	PPARD
chr6	35418138	35422138	+	FANCE
chr6	35434185	35438185	+	RPL10A
chr6	35462853	35466853	-	TEAD3
chr6	35478715	35482715	-	TULP1
chr6	35694360	35698360	-	FKBP5
chr6	35702809	35706809	+	ARMC12
chr6	35742371	35746371	+	CLPSL2
chr6	35746794	35750794	+	CLPSL1
chr6	35763088	35767088	-	CLPS
chr6	35771070	35775070	+	LHFPL5
chr6	35887119	35891119	-	SRPK1
chr6	35990645	35994645	-	SLC26A8
chr6	35993488	35997488	+	MAPK14
chr6	36093586	36097586	+	MAPK13
chr6	36162521	36166521	+	BRPF3
chr6	36208980	36212980	+	PNPLA1
chr6	36302662	36306662	-	C6orf222
chr6	36354164	36358164	-	ETV7
chr6	36408666	36412666	-	PXT1
chr6	36408544	36412544	+	KCTD20
chr6	36513247	36517247	-	STK38
chr6	36560145	36564145	+	SRSF3
chr6	36642305	36646305	+	CDKN1A
chr6	36681256	36685256	+	RAB44
chr6	36805778	36809778	-	CPNE5
chr6	36840800	36844800	-	PPIL1
chr6	36837646	36841646	+	C6orf89
chr6	36920209	36924209	+	PI16
chr6	36952074	36956074	-	MTCH1
chr6	36971422	36975422	+	FGD2
chr6	37010607	37014607	+	COX6A1P2
chr6	37135979	37139979	+	PIM1
chr6	37223931	37227931	-	TMEM217
chr6	37223548	37227548	+	TBC1D22B
chr6	37319748	37323748	+	RNF8
chr6	37398995	37402995	+	CMTR1
chr6	37465698	37469698	-	CCDC167
chr6	37665082	37669082	-	MDGA1
chr6	37785275	37789275	+	ZFAND3
chr6	38605924	38609924	-	BTBD9
chr6	38668917	38672917	-	GLO1
chr6	38681117	38685117	+	DNAH8
chr6	39014574	39018574	+	GLP1R
chr6	39080965	39084965	-	SAYSD1
chr6	39195226	39199226	-	KCNK5
chr6	39280329	39284329	-	KCNK17
chr6	39288744	39292744	-	KCNK16
chr6	39691181	39695181	-	KIF6
chr6	39758142	39762142	+	DAAM2
chr6	39900290	39904290	-	MOCS1
chr6	40553204	40557204	-	LRFN2
chr6	41004928	41008928	-	UNC5CL
chr6	41063526	41067526	-	OARD1
chr6	41008293	41012293	+	TSPO2
chr6	41019043	41023043	+	APOBEC2
chr6	41038684	41042684	+	NFYA
chr6	41120075	41124075	-	TREML1
chr6	41128924	41132924	-	TREM2
chr6	41166932	41170932	-	TREML2
chr6	41194062	41198062	+	TREML4
chr6	41252457	41256457	-	TREM1
chr6	41301393	41305393	+	NCR2
chr6	41512164	41516164	+	FOXP4
chr6	41602620	41606620	+	MDFI
chr6	41701997	41705997	-	TFEB
chr6	41651964	41655964	+	AL035588.1
chr6	41719847	41723847	-	PGC
chr6	41752280	41756280	-	FRS3
chr6	41746087	41750087	+	PRICKLE4
chr6	41753400	41757400	+	TOMM6
chr6	41861099	41865099	-	USP49
chr6	41886877	41890877	-	MED20
chr6	41886926	41890926	+	BYSL
chr6	42016095	42020095	-	CCND3
chr6	42016251	42020251	+	TAF8
chr6	42108357	42112357	-	C6orf132
chr6	42121144	42125144	+	GUCA1A
chr6	42121279	42125279	+	RP1-139D8.6
chr6	42160654	42164654	-	GUCA1B
chr6	42183603	42187603	-	MRPS10
chr6	42417789	42421789	-	TRERF1
chr6	42529800	42533800	+	UBR2
chr6	42688312	42692312	-	PRPH2
chr6	42712558	42716558	-	TBCC
chr6	42747765	42751765	+	GLTSCR1L
chr6	42845356	42849356	+	RPL7L1
chr6	42856554	42860554	-	C6orf226
chr6	42881727	42885727	+	PTCRA
chr6	42894938	42898938	+	CNPY3
chr6	42926496	42930496	+	GNMT
chr6	42944958	42948958	-	PEX6
chr6	42950237	42954237	+	PPP2R5D
chr6	42979706	42983706	-	MEA1
chr6	42979951	42983951	+	KLHDC3
chr6	42987383	42991383	+	RRP36
chr6	43019683	43023683	-	CUL7
chr6	43006515	43010515	+	KLC4
chr6	43025544	43029544	-	MRPL2
chr6	43042006	43046006	+	PTK7
chr6	43137037	43141037	+	SRF
chr6	43147913	43151913	+	CUL9
chr6	43195222	43199222	-	DNPH1
chr6	43209418	43213418	+	TTBK1
chr6	43261432	43265432	+	SLC22A7
