chr	start_promoter	end_promoter	strand	gene_name	gene_id
chr12	53985845	54034888	+	AC012531.3	ENSG00000273049.1
chr12	53990624	54030823	+	HOXC6	ENSG00000197757.8
chr12	53994895	54003337	+	HOXC9	ENSG00000180806.5
chr12	54008985	54012769	+	HOXC8	ENSG00000037965.6
chr12	54016931	54056030	+	HOXC4	ENSG00000198353.8
chr12	54032853	54035358	+	HOXC5	ENSG00000172789.3
chr12	54121277	54189008	-	SMUG1	ENSG00000123415.15
chr12	54230942	54280133	-	CBX5	ENSG00000094916.16
chr12	54280193	54287088	+	HNRNPA1	ENSG00000135486.18
chr12	54292111	54301015	-	NFE2	ENSG00000123405.14
chr12	54301202	54351846	+	COPZ1	ENSG00000111481.10
chr12	54362445	54364487	-	GPR84	ENSG00000139572.4
chr12	54369133	54391298	-	ZNF385A	ENSG00000161642.17
chr12	54395261	54419266	-	ITGA5	ENSG00000161638.11
chr12	54455950	54473602	-	GTSF1	ENSG00000170627.11
chr12	54497752	54548243	+	NCKAP1L	ENSG00000123338.13
chr12	54549601	54579239	+	PDE1B	ENSG00000123360.12
chr12	54575387	54588659	-	PPP1R1A	ENSG00000135447.17
chr12	54630811	54634895	-	LACRT	ENSG00000135413.9
chr12	54644589	54648493	-	DCD	ENSG00000161634.12
chr12	54830518	54896008	+	MUCL1	ENSG00000172551.11
chr12	54948015	54984762	-	TESPA1	ENSG00000135426.16
chr12	55019974	55030017	+	NEUROD4	ENSG00000123307.4
chr12	55126406	55132750	+	OR9K2	ENSG00000170605.6
chr12	55221025	55221975	+	OR10A7	ENSG00000179919.3
chr12	55247198	55248302	+	OR6C74	ENSG00000197706.3
chr12	55293988	55296569	-	OR6C6	ENSG00000188324.4
chr12	55314343	55322364	+	OR6C1	ENSG00000205330.4
chr12	55330043	55332687	+	OR6C3	ENSG00000205329.2
chr12	55362975	55369279	+	OR6C75	ENSG00000187857.4
chr12	55400430	55401505	+	OR6C65	ENSG00000205328.2
chr12	55426254	55427192	+	OR6C76	ENSG00000185821.3
chr12	55444069	55453347	+	OR6C2	ENSG00000179695.2
chr12	55469200	55470138	-	OR6C70	ENSG00000184954.4
chr12	55492378	55493316	+	OR6C68	ENSG00000205327.3
chr12	55549602	55555832	+	OR6C4	ENSG00000179626.4
chr12	55572468	55575612	+	OR2AP1	ENSG00000179615.2
chr12	55636860	55637854	+	OR10P1	ENSG00000175398.2
chr12	55681678	55684611	+	METTL7B	ENSG00000170439.7
chr12	55684568	55716043	-	ITGA7	ENSG00000135424.18
chr12	55716036	55724703	+	AC009779.4	ENSG00000258311.5
chr12	55716037	55720087	+	BLOC1S1	ENSG00000135441.7
chr12	55720367	55724705	+	RDH5	ENSG00000135437.10
chr12	55725323	55729707	-	CD63	ENSG00000135404.11
chr12	55743122	55757264	+	GDF11	ENSG00000135414.10
chr12	55752463	55817724	-	SARNP	ENSG00000205323.9
chr12	55757275	55827546	-	AC023055.1	ENSG00000257390.5
chr12	55818041	55821879	+	ORMDL2	ENSG00000123353.10
chr12	55820960	55830824	-	DNAJC14	ENSG00000135392.16
chr12	55835433	55842966	-	MMP19	ENSG00000123342.16
chr12	55901413	55932618	-	PYM1	ENSG00000170473.17
chr12	55927319	55954027	+	DGKA	ENSG00000065357.20
chr12	55954105	55973317	-	PMEL	ENSG00000185664.14
chr12	55966781	55972789	+	CDK2	ENSG00000123374.11
chr12	55973913	55996683	+	RAB5B	ENSG00000111540.16
chr12	55997180	56006641	+	SUOX	ENSG00000139531.13
chr12	56007659	56038435	+	IKZF4	ENSG00000123411.15
chr12	56041351	56044697	+	RPS26	ENSG00000197728.11
chr12	56076799	56103505	+	ERBB3	ENSG00000065361.16
chr12	56101331	56109289	+	AC034102.2	ENSG00000257411.2
chr12	56104537	56113910	+	PA2G4	ENSG00000170515.14
chr12	56116590	56117967	+	RPL41	ENSG00000229117.9
chr12	56118250	56144671	+	ESYT1	ENSG00000139641.12
chr12	56118260	56127514	+	ZC3H10	ENSG00000135482.7
chr12	56152256	56159647	+	MYL6B	ENSG00000196465.10
chr12	56158346	56163496	+	MYL6	ENSG00000092841.19
chr12	56162359	56189567	-	SMARCC2	ENSG00000139613.12
chr12	56202179	56221933	-	RNF41	ENSG00000181852.18
chr12	56222015	56229854	+	NABP2	ENSG00000139579.13
chr12	56230049	56237846	+	SLC39A5	ENSG00000139540.12
chr12	56237807	56258384	-	ANKRD52	ENSG00000139645.10
chr12	56266858	56270966	+	COQ10A	ENSG00000135469.13
chr12	56271699	56300391	-	CS	ENSG00000062485.19
chr12	56285916	56316059	-	AC073896.1	ENSG00000144785.8
chr12	56309842	56316119	-	CNPY2	ENSG00000257727.6
chr12	56316223	56334053	-	PAN2	ENSG00000135473.15
chr12	56334174	56340410	+	IL23A	ENSG00000110944.9
chr12	56341597	56360167	-	STAT2	ENSG00000170581.14
chr12	56360568	56362857	-	APOF	ENSG00000175336.10
chr12	56416363	56449426	-	TIMELESS	ENSG00000111602.12
chr12	56449502	56469166	-	MIP	ENSG00000135517.9
chr12	56449700	56488170	-	AC097104.1	ENSG00000285528.1
chr12	56468578	56479708	+	SPRYD4	ENSG00000176422.14
chr12	56470944	56488414	-	GLS2	ENSG00000135423.13
chr12	56521820	56596193	+	RBMS2	ENSG00000076067.13
chr12	56595596	56636816	-	BAZ2A	ENSG00000076108.11
chr12	56638175	56645984	-	ATP5F1B	ENSG00000110955.9
chr12	56663341	56688408	-	PTGES3	ENSG00000110958.16
chr12	56712427	56731628	-	NACA	ENSG00000196531.13
chr12	56714612	56741535	-	AC117378.1	ENSG00000285625.1
chr12	56731296	56752374	-	PRIM1	ENSG00000198056.15
chr12	56752161	56787790	+	HSD17B6	ENSG00000025423.11
chr12	56923133	56934408	-	SDR9C7	ENSG00000170426.2
chr12	56951431	56959374	-	RDH16	ENSG00000139547.7
chr12	56994492	56998447	+	GPR182	ENSG00000166856.3
chr12	56998836	57006546	-	ZBTB39	ENSG00000166860.3
chr12	57010000	57028883	-	TAC3	ENSG00000166863.12
chr12	57028517	57051198	-	MYO1A	ENSG00000166866.13
chr12	57055643	57088063	-	NEMP1	ENSG00000166881.10
chr12	57089043	57095476	+	NAB2	ENSG00000166886.13
chr12	57095408	57132139	-	STAT6	ENSG00000166888.12
chr12	57128483	57213361	+	LRP1	ENSG00000123384.14
chr12	57216794	57226449	+	NXPH4	ENSG00000182379.10
chr12	57229573	57234935	+	SHMT2	ENSG00000182199.11
chr12	57234903	57240715	-	NDUFA4L2	ENSG00000185633.10
chr12	57243453	57251188	-	STAC3	ENSG00000185482.8
chr12	57249609	57296484	-	AC137834.1	ENSG00000258830.1
chr12	57253762	57431005	-	R3HDM2	ENSG00000179912.20
chr12	57434784	57452062	+	INHBC	ENSG00000175189.4
chr12	57452323	57459280	+	INHBE	ENSG00000139269.3
chr12	57459785	57472268	+	GLI1	ENSG00000111087.10
chr12	57472264	57488814	-	ARHGAP9	ENSG00000123329.20
chr12	57475445	57517569	+	MARS1	ENSG00000166986.15
chr12	57516588	57521737	-	DDIT3	ENSG00000175197.12
chr12	57517712	57520480	-	AC022506.1	ENSG00000285133.1
chr12	57520710	57530148	+	MBD6	ENSG00000166987.15
chr12	57530102	57547331	-	DCTN2	ENSG00000175203.15
chr12	57550044	57586633	+	KIF5A	ENSG00000155980.12
chr12	57591174	57603418	+	PIP4K2C	ENSG00000166908.18
chr12	57604622	57609804	+	DTX3	ENSG00000178498.16
chr12	57610180	57617245	+	ARHGEF25	ENSG00000240771.8
chr12	57615280	57626125	+	AC025165.6	ENSG00000287908.1
chr12	57619527	57626151	+	SLC26A10	ENSG00000135502.18
chr12	57623409	57633239	-	B4GALNT1	ENSG00000135454.14
chr12	57693955	57721557	+	OS9	ENSG00000135506.16
chr12	57723761	57742157	-	AGAP2	ENSG00000135439.11
chr12	57738013	57750219	+	TSPAN31	ENSG00000135452.10
chr12	57747727	57756013	-	CDK4	ENSG00000135446.17
chr12	57755103	57760411	+	MARCHF9	ENSG00000139266.6
chr12	57762334	57768986	-	CYP27B1	ENSG00000111012.10
chr12	57768471	57772119	-	METTL1	ENSG00000037897.17
chr12	57771492	57782541	+	EEF1AKMT3	ENSG00000123427.17
chr12	57772660	57797554	+	AC025165.3	ENSG00000257921.6
chr12	57782761	57808071	+	TSFM	ENSG00000123297.20
chr12	57797376	57818704	-	AVIL	ENSG00000135407.10
chr12	57819927	57846729	-	CTDSP2	ENSG00000175215.11
chr12	57906039	57959148	+	ATP23	ENSG00000166896.9
chr12	58872149	58920522	-	LRIG3	ENSG00000139263.11
chr12	59596029	59789855	+	SLC16A7	ENSG00000118596.12
chr12	61708259	62279150	-	TAFA2	ENSG00000198673.10
chr12	62260338	62417431	+	USP15	ENSG00000135655.16
chr12	62466817	62600476	+	MON2	ENSG00000061987.16
chr12	62643994	62935150	-	PPM1H	ENSG00000111110.12
chr12	63142759	63151201	-	AVPR1A	ENSG00000166148.4
chr12	63558913	63668939	-	DPY19L2	ENSG00000177990.12
chr12	63779842	63809562	+	RXYLT1	ENSG00000118600.12
chr12	63844700	64162217	+	SRGAP1	ENSG00000196935.9
chr12	64186316	64222296	-	C12orf66	ENSG00000174206.13
chr12	64264762	64390758	-	C12orf56	ENSG00000185306.13
chr12	64404392	64451125	+	XPOT	ENSG00000184575.12
chr12	64452092	64502114	+	TBK1	ENSG00000183735.10
chr12	64507001	64697564	+	RASSF3	ENSG00000153179.13
chr12	64713445	64759431	-	GNS	ENSG00000135677.11
chr12	64759484	64881033	+	TBC1D30	ENSG00000111490.15
chr12	64759496	64977509	+	AC078815.1	ENSG00000288591.1
chr12	65050626	65121305	-	WIF1	ENSG00000156076.10
chr12	65169583	65248355	+	LEMD3	ENSG00000174106.3
chr12	65278643	65491430	+	MSRB3	ENSG00000174099.12
chr12	65824131	65966295	+	HMGA2	ENSG00000149948.13
chr12	66116555	66130750	-	LLPH	ENSG00000139233.7
chr12	66123917	66169985	-	AC078927.1	ENSG00000228144.2
chr12	66135846	66170072	-	TMBIM4	ENSG00000155957.17
chr12	66189195	66254622	+	IRAK3	ENSG00000090376.11
chr12	66302493	66343643	+	HELB	ENSG00000127311.10
chr12	66347431	67069162	-	GRIP1	ENSG00000155974.12
chr12	67269358	67319953	+	CAND1	ENSG00000111530.13
chr12	67648338	67665406	+	DYRK2	ENSG00000127334.11
chr12	68154768	68159740	-	IFNG	ENSG00000111537.5
chr12	68201349	68225810	-	IL26	ENSG00000111536.5
chr12	68248242	68253604	-	IL22	ENSG00000127318.11
chr12	68272443	68332381	-	MDM1	ENSG00000111554.14
chr12	68610855	68671901	+	RAP1B	ENSG00000127314.18
chr12	68686951	68745809	+	NUP107	ENSG00000111581.10
chr12	68746125	68793964	+	SLC35E3	ENSG00000175782.11
chr12	68808177	68850686	+	MDM2	ENSG00000135679.25
chr12	68842197	68971570	-	CPM	ENSG00000135678.12
chr12	69239569	69274358	+	CPSF6	ENSG00000111605.18
chr12	69348381	69354234	+	LYZ	ENSG00000090382.7
chr12	69359710	69390870	+	YEATS4	ENSG00000127337.7
chr12	69470349	69579789	+	FRS2	ENSG00000166225.8
chr12	69585426	69601570	+	CCT2	ENSG00000166226.13
chr12	69608564	69610907	-	LRRC10	ENSG00000198812.5
chr12	69643360	69699476	-	BEST3	ENSG00000127325.19
chr12	69738681	69823204	+	RAB3IP	ENSG00000127328.21
chr12	69801669	69855363	+	AC025263.2	ENSG00000258052.1
chr12	69825227	69959097	+	MYRFL	ENSG00000166268.11
chr12	70242994	70355257	+	CNOT2	ENSG00000111596.13
chr12	70366290	70434292	+	KCNMB4	ENSG00000135643.5
chr12	70515866	70637440	-	PTPRB	ENSG00000127329.15
chr12	70638073	70920738	-	PTPRR	ENSG00000153233.13
chr12	71125085	71441898	-	TSPAN8	ENSG00000127324.9
chr12	71439798	71586310	+	LGR5	ENSG00000139292.13
chr12	71609599	71667725	-	ZFC3H1	ENSG00000133858.17
chr12	71664301	71680644	+	THAP2	ENSG00000173451.7
chr12	71674204	71698968	+	AC073612.1	ENSG00000258064.1
chr12	71686082	71705047	+	TMEM19	ENSG00000139291.14
chr12	71754863	71800286	+	RAB21	ENSG00000080371.6
chr12	71839707	71927248	+	TBC1D15	ENSG00000121749.15
chr12	71938845	72186618	+	TPH2	ENSG00000139287.13
chr12	72087266	72670758	+	TRHDE	ENSG00000072657.9
chr12	74537835	74545430	+	ATXN7L3B	ENSG00000253719.4
chr12	75040077	75209839	-	KCNC2	ENSG00000166006.14
chr12	75275979	75390928	-	CAPS2	ENSG00000180881.19
chr12	75334670	75370560	+	GLIPR1L1	ENSG00000173401.10
chr12	75391089	75432688	+	GLIPR1L2	ENSG00000180481.11
chr12	75480753	75503863	+	GLIPR1	ENSG00000139278.10
chr12	75490863	75511636	-	KRR1	ENSG00000111615.14
chr12	76025447	76033932	-	PHLDA1	ENSG00000139289.13
chr12	76036585	76084958	-	NAP1L1	ENSG00000187109.14
chr12	76344474	76348415	-	BBS10	ENSG00000179941.9
chr12	76351797	76559809	-	OSBPL8	ENSG00000091039.17
chr12	76763588	76853696	+	ZDHHC17	ENSG00000186908.14
chr12	76858709	76879023	-	CSRP2	ENSG00000175183.10
chr12	77021248	77065569	-	E2F7	ENSG00000165891.16
chr12	77324641	78213010	+	NAV3	ENSG00000067798.16
chr12	78863993	79452008	+	SYT1	ENSG00000067715.14
chr12	79574979	79690964	-	PAWR	ENSG00000177425.11
chr12	79773563	79935460	-	PPP1R12A	ENSG00000058272.19
chr12	80099537	80380879	+	OTOGL	ENSG00000165899.11
chr12	80402178	80680273	+	PTPRQ	ENSG00000139304.16
chr12	80707634	80709474	+	MYF6	ENSG00000111046.4
chr12	80716912	80719671	+	MYF5	ENSG00000111049.4
chr12	80792520	80937925	-	LIN7A	ENSG00000111052.7
chr12	80936414	81261210	+	ACSS3	ENSG00000111058.8
chr12	81257975	81759553	-	PPFIA2	ENSG00000139220.16
chr12	82223681	82358805	-	CCDC59	ENSG00000133773.12
chr12	82358528	82479239	+	METTL25	ENSG00000127720.8
chr12	82686880	83134870	+	TMTC2	ENSG00000179104.9
chr12	84859491	84913615	-	SLC6A15	ENSG00000072041.17
chr12	85014311	85036277	-	TSPAN19	ENSG00000231738.11
chr12	85036314	85264457	+	LRRIQ1	ENSG00000133640.20
chr12	85280220	85301784	+	ALX1	ENSG00000180318.4
chr12	85800703	85836409	-	RASSF9	ENSG00000198774.5
chr12	85874295	85882992	+	NTS	ENSG00000133636.11
chr12	85955666	86838904	-	MGAT4C	ENSG00000182050.13
chr12	87980035	88034037	-	C12orf50	ENSG00000165805.10
chr12	88033846	88050160	+	C12orf29	ENSG00000133641.18
chr12	88049014	88142088	-	CEP290	ENSG00000198707.16
chr12	88142296	88199887	+	TMTC3	ENSG00000139324.12
chr12	88492793	88580851	-	KITLG	ENSG00000049130.16
chr12	89347235	89352501	-	DUSP6	ENSG00000139318.8
chr12	89419718	89526047	-	POC1B	ENSG00000139323.14
chr12	89519408	89526262	-	POC1B-GALNT4	ENSG00000259075.6
chr12	89519412	89524796	-	GALNT4	ENSG00000257594.4
chr12	89588049	89709300	-	ATP2B1	ENSG00000070961.15
chr12	90905622	90955176	-	CCER1	ENSG00000197651.4
chr12	90963682	91005026	-	EPYC	ENSG00000083782.8
chr12	91050491	91057983	-	KERA	ENSG00000139330.5
chr12	91102629	91111494	-	LUM	ENSG00000139329.5
chr12	91140484	91182824	-	DCN	ENSG00000011465.17
chr12	92140278	92145846	-	BTG1	ENSG00000133639.6
chr12	92420094	92428148	-	CLLU1-AS1	ENSG00000205057.5
chr12	92702843	92772455	+	PLEKHG7	ENSG00000187510.9
chr12	92770637	92929331	-	EEA1	ENSG00000102189.17
chr12	93377883	93408146	+	NUDT4	ENSG00000173598.14
chr12	93405673	93441947	-	UBE2N	ENSG00000177889.10
chr12	93467488	93516214	+	MRPL42	ENSG00000198015.13
chr12	93569814	93583487	+	SOCS2	ENSG00000120833.14
chr12	93677375	93894840	+	CRADD	ENSG00000169372.13
chr12	94148577	94307675	+	PLXNC1	ENSG00000136040.9
chr12	94306449	94459988	-	CEP83	ENSG00000173588.15
chr12	94567122	94650557	-	TMCC3	ENSG00000057704.13
chr12	94897055	95003748	-	NDUFA12	ENSG00000184752.13
chr12	95020229	95073628	-	NR2C1	ENSG00000120798.17
chr12	95076749	95217482	-	FGD6	ENSG00000180263.14
chr12	95217746	95302799	+	VEZT	ENSG00000028203.18
chr12	95473520	95515839	+	METAP2	ENSG00000111142.14
chr12	95516560	95551476	-	USP44	ENSG00000136014.12
chr12	95657807	95791189	-	NTN4	ENSG00000074527.13
chr12	95858928	95903828	+	SNRPF	ENSG00000139343.10
chr12	95867048	95942635	-	CCDC38	ENSG00000165972.13
chr12	95943331	95968720	+	AMDHD1	ENSG00000139344.8
chr12	95972662	95996365	-	HAL	ENSG00000084110.11
chr12	96000753	96043520	-	LTA4H	ENSG00000111144.10
chr12	96194375	96269824	+	ELK3	ENSG00000111145.8
chr12	96278261	96400480	-	CDK17	ENSG00000059758.8
chr12	96489571	96875555	+	CFAP54	ENSG00000188596.11
chr12	96907224	96953780	+	NEDD1	ENSG00000139350.12
chr12	98515512	98550379	+	TMPO	ENSG00000120802.13
chr12	98593591	98606379	+	SLC25A3	ENSG00000075415.13
chr12	98613405	98645113	-	IKBIP	ENSG00000166130.15
chr12	98645290	98735433	+	APAF1	ENSG00000120868.14
chr12	98726457	99984654	-	ANKS1B	ENSG00000185046.18
chr12	99647753	99650114	+	FAM71C	ENSG00000180219.2
chr12	100028455	100142874	-	UHRF1BP1L	ENSG00000111647.13
chr12	100199122	100241865	+	ACTR6	ENSG00000075089.9
chr12	100203669	100267079	-	DEPDC4	ENSG00000166153.16
chr12	100267140	100341715	+	SCYL2	ENSG00000136021.19
chr12	100357074	100422055	+	SLC17A8	ENSG00000179520.11
chr12	100473708	100564414	+	NR1H4	ENSG00000012504.15
chr12	100573683	100628288	+	GAS2L3	ENSG00000139354.11
chr12	100717526	101128641	+	ANO4	ENSG00000151572.18
chr12	101155493	101210238	-	SLC5A8	ENSG00000256870.3
chr12	101280105	101386618	+	UTP20	ENSG00000120800.5
chr12	101393116	101407772	-	ARL1	ENSG00000120805.14
chr12	101475336	101486997	+	SPIC	ENSG00000166211.8
chr12	101568353	101686028	+	MYBPC1	ENSG00000196091.15
chr12	101696947	101744140	+	CHPT1	ENSG00000111666.11
chr12	101728648	101739472	-	SYCP3	ENSG00000139351.15
chr12	101745499	101830959	-	GNPTAB	ENSG00000111670.16
chr12	101877580	102012130	+	DRAM1	ENSG00000136048.14
chr12	102012840	102062149	-	WASHC3	ENSG00000120860.11
chr12	102073103	102120120	-	NUP37	ENSG00000075188.9
chr12	102120185	102197520	+	PARPBP	ENSG00000185480.11
chr12	102196459	102197833	-	PMCH	ENSG00000183395.5
chr12	102395874	102481744	-	IGF1	ENSG00000017427.17
chr12	102836889	102958410	-	PAH	ENSG00000171759.10
chr12	102957674	102960513	+	ASCL1	ENSG00000139352.4
chr12	103237591	103496010	-	C12orf42	ENSG00000179088.14
chr12	103587273	103766719	+	STAB2	ENSG00000136011.15
chr12	103770453	103841234	-	NT5DC3	ENSG00000111696.12
chr12	103930107	103953645	+	HSP90B1	ENSG00000166598.15
chr12	103940763	103965708	-	C12orf73	ENSG00000204954.10
chr12	103965822	103988874	+	TDG	ENSG00000139372.15
chr12	103988984	104064183	-	GLT8D2	ENSG00000120820.12
chr12	104064531	104106524	+	HCFC2	ENSG00000111727.12
chr12	104117086	104138241	-	NFYB	ENSG00000120837.8
chr12	104215779	104350307	+	TXNRD1	ENSG00000198431.16
chr12	104303739	104305205	+	EID3	ENSG00000255150.2
chr12	104455295	104762014	+	CHST11	ENSG00000171310.11
chr12	104802553	104958744	-	SLC41A2	ENSG00000136052.9
chr12	104986316	105074197	+	C12orf45	ENSG00000151131.11
chr12	105019784	105107643	-	ALDH1L2	ENSG00000136010.14
chr12	105107324	105169130	+	WASHC4	ENSG00000136051.15
chr12	105173297	105236203	-	APPL2	ENSG00000136044.12
chr12	105235290	105396097	+	C12orf75	ENSG00000235162.9
chr12	106063340	106140033	-	NUAK1	ENSG00000074590.13
chr12	106237881	106304279	-	CKAP4	ENSG00000136026.14
chr12	106301929	106347003	+	TCP11L2	ENSG00000166046.11
chr12	106357748	106510198	+	POLR3B	ENSG00000013503.10
chr12	106582907	106762803	+	RFX4	ENSG00000111783.12
chr12	106774621	106889316	+	RIC8B	ENSG00000111785.21
chr12	106955719	106978778	+	TMEM263	ENSG00000151135.10
chr12	106977277	106987160	-	MTERF2	ENSG00000120832.10
chr12	106991364	107093549	-	CRY1	ENSG00000008405.12
chr12	107318421	107659642	+	BTBD11	ENSG00000151136.15
chr12	107685799	107713162	+	PWP1	ENSG00000136045.12
chr12	107732871	107761272	-	PRDM4	ENSG00000110851.12
chr12	107774385	107776644	+	ASCL4	ENSG00000187855.5
chr12	108129288	108250537	+	WSCD2	ENSG00000075035.10
chr12	108288044	108339317	-	CMKLR1	ENSG00000174600.14
chr12	108515277	108525837	+	FICD	ENSG00000198855.7
chr12	108522214	108561400	-	SART3	ENSG00000075856.12
chr12	108562582	108569384	+	ISCU	ENSG00000136003.15
chr12	108589851	108598320	-	TMEM119	ENSG00000183160.9
chr12	108622277	108633959	-	SELPLG	ENSG00000110876.9
chr12	108645109	108731596	-	CORO1C	ENSG00000110880.10
chr12	108778191	108857590	-	SSH1	ENSG00000084112.15
chr12	108858932	108901043	+	DAO	ENSG00000110887.8
chr12	108907741	109021068	-	SVOP	ENSG00000166111.10
chr12	109023089	109088023	+	USP30	ENSG00000135093.13
chr12	109088188	109093631	-	ALKBH2	ENSG00000189046.11
chr12	109097597	109110992	+	UNG	ENSG00000076248.11
chr12	109116595	109268226	+	ACACB	ENSG00000076555.15
chr12	109277978	109309284	-	FOXN4	ENSG00000139445.18
chr12	109347903	109455523	+	MYO1H	ENSG00000174527.9
chr12	109448655	109477359	-	KCTD10	ENSG00000110906.13
chr12	109477402	109536705	+	UBE3B	ENSG00000151148.14
chr12	109553715	109573580	-	MMAB	ENSG00000139428.12
chr12	109573255	109598125	+	MVK	ENSG00000110921.14
chr12	109713825	109770495	+	FAM222A	ENSG00000139438.6
chr12	109783085	109833401	-	TRPV4	ENSG00000111199.11
chr12	109850945	109880541	-	GLTP	ENSG00000139433.10
chr12	109900264	109983841	+	TCHP	ENSG00000139437.18
chr12	109929802	109996389	-	GIT2	ENSG00000139436.21
chr12	109999186	110039763	+	ANKRD13A	ENSG00000076513.17
chr12	110027028	110073634	-	C12orf76	ENSG00000174456.15
chr12	110124335	110218793	+	IFT81	ENSG00000122970.16
chr12	110280756	110351093	+	ATP2A2	ENSG00000174437.17
chr12	110372900	110403730	-	ANAPC7	ENSG00000196510.12
chr12	110434823	110450422	-	ARPC3	ENSG00000111229.16
chr12	110452486	110469268	-	GPN3	ENSG00000111231.9
chr12	110468415	110490385	+	FAM216A	ENSG00000204856.12
chr12	110491083	110502111	-	VPS29	ENSG00000111237.19
chr12	110501655	110532086	+	RAD9B	ENSG00000151164.18
chr12	110533245	110583318	-	PPTC7	ENSG00000196850.6
chr12	110614027	110649430	+	TCTN1	ENSG00000204852.16
chr12	110627841	110704950	-	HVCN1	ENSG00000122986.13
chr12	110719680	110742939	-	PPP1CC	ENSG00000186298.12
chr12	110846769	110907535	+	CCDC63	ENSG00000173093.13
chr12	110910819	110921443	-	MYL2	ENSG00000111245.17
chr12	111034165	111350554	+	CUX2	ENSG00000111249.14
chr12	111360651	111369121	-	PHETA1	ENSG00000198324.13
chr12	111405923	111451623	+	SH2B3	ENSG00000111252.11
chr12	111443485	111599676	-	ATXN2	ENSG00000204842.18
chr12	111642146	111685956	-	BRAP	ENSG00000089234.16
chr12	111686053	111757107	+	ACAD10	ENSG00000111271.15
chr12	111753890	111791418	+	AC002996.1	ENSG00000257767.3
chr12	111766887	111817532	+	ALDH2	ENSG00000111275.13
chr12	111842228	111902222	+	MAPKAPK5	ENSG00000089022.14
chr12	111931282	112013185	-	TMEM116	ENSG00000198270.13
chr12	112013348	112023449	+	ERP29	ENSG00000089248.7
chr12	112026689	112108796	-	NAA25	ENSG00000111300.10
chr12	112125538	112153604	+	TRAFD1	ENSG00000135148.12
chr12	112160188	112382439	-	HECTD4	ENSG00000173064.13
chr12	112405190	112418838	-	RPL6	ENSG00000089009.15
chr12	112418351	112509918	+	PTPN11	ENSG00000179295.18
chr12	112570380	112898881	+	RPH3A	ENSG00000089169.15
chr12	112906783	112933222	+	OAS1	ENSG00000089127.13
chr12	112938444	112973251	+	OAS3	ENSG00000111331.13
chr12	112978395	113011723	+	OAS2	ENSG00000111335.13
chr12	113056709	113098028	+	DTX1	ENSG00000135144.7
chr12	113098819	113136239	-	RASAL1	ENSG00000111344.11
chr12	113149858	113159276	+	CFAP73	ENSG00000186710.11
chr12	113157174	113185479	-	DDX54	ENSG00000123064.12
chr12	113185526	113192368	+	RITA1	ENSG00000139405.16
chr12	113195441	113221094	-	IQCD	ENSG00000166578.10
chr12	113221050	113298585	+	TPCN1	ENSG00000186815.12
chr12	113298759	113359493	-	SLC8B1	ENSG00000089060.11
chr12	113358566	113391629	+	PLBD2	ENSG00000151176.8
chr12	113392445	113426301	-	SDS	ENSG00000135094.11
chr12	113422380	113438276	+	SDSL	ENSG00000139410.15
chr12	113462033	113472280	-	LHX5	ENSG00000089116.4
chr12	113816738	113966325	-	RBM19	ENSG00000122965.11
chr12	114353911	114408442	-	TBX5	ENSG00000089225.20
chr12	114670255	114684175	-	TBX3	ENSG00000135111.16
chr12	115953872	116277719	-	MED13L	ENSG00000123066.8
chr12	116548105	116576606	+	MAP1LC3B2	ENSG00000258102.5
chr12	116710171	116738070	-	C12orf49	ENSG00000111412.6
chr12	116738178	116853631	+	RNFT2	ENSG00000135119.14
chr12	116856144	116881441	-	HRK	ENSG00000135116.9
chr12	116910950	117031148	+	FBXW8	ENSG00000174989.13
chr12	117038923	117099479	-	TESC	ENSG00000088992.18
chr12	117141988	117190531	-	FBXO21	ENSG00000135108.14
chr12	117208142	117452170	-	NOS1	ENSG00000089250.19
chr12	117453012	117968990	-	KSR2	ENSG00000171435.14
chr12	118013588	118033130	+	RFC5	ENSG00000111445.14
chr12	118032694	118062430	-	WSB2	ENSG00000176871.8
chr12	118063593	118136026	-	VSIG10	ENSG00000176834.14
